id,domain,intent,user_query,response,source,split,intent_id,domain_id
2013,E-commerce,track_order,Where is my order? (request 53),I can help with order tracking. Please provide your order number or tracking details.,curated_project_dataset,train,26,0
2014,Finance,transaction_issue,My transaction looks incorrect. Can you guide me?,"Please verify the amount, date, and transaction details. If you do not recognize or agree with the transaction, contact your bank promptly.",curated_project_dataset,train,27,1
2015,E-commerce,track_order,How can I track my package? (request 14),Use the tracking link in your order details or provide your order number to check the shipment status.,curated_project_dataset,train,26,0
2016,E-commerce,account_issue,I cannot access my shopping account (request 29),"Use the account recovery or password-reset option. If you still cannot sign in, contact customer support through the official channel.",curated_project_dataset,train,0,0
2017,E-commerce,payment_failed,Why was my online payment declined?,"A payment can fail because of incorrect details, bank restrictions, insufficient funds, or security checks. Contact your bank if the problem continues.",curated_project_dataset,train,20,0
2018,E-commerce,wrong_product,I want to know: The product I received is not what I ordered.,Please report the mismatch through customer support or the order return process so the issue can be investigated.,curated_project_dataset,train,30,0
2019,Finance,balance_inquiry,Can I check my balance online? (request 48),Yes. Most banks provide balance information through their official online banking or mobile application.,curated_project_dataset,train,4,1
2020,Finance,card_payment,Why did my card payment fail? (request 94),"A card payment may fail because of insufficient funds, incorrect details, security checks, or merchant restrictions.",curated_project_dataset,validation,7,1
2021,Finance,cash_withdrawal,My ATM transaction failed (request 92),Check your account and ATM transaction status. Contact your bank if money was debited or the issue continues.,curated_project_dataset,train,8,1
2022,Healthcare,appointment_cancel,Can I cancel my appointment today? (request 27),"Yes, if cancellation is allowed by the provider. Please check your appointment details for the applicable cancellation policy.",curated_project_dataset,train,2,2
2023,Finance,transfer_pending,When will my pending transfer be completed? (request 92),Processing time varies by bank and transfer type. Check the transaction status for the latest update.,curated_project_dataset,train,29,1
2024,Finance,transfer_failed,I cannot send money (request 35),"Verify the recipient details and available balance, then try again. If the transfer still fails, contact your bank.",curated_project_dataset,train,28,1
2025,Healthcare,health_insurance,I need information about health insurance (request 88),"Please specify whether you need help with coverage, claims, eligibility, or policy information so the appropriate guidance can be provided.",curated_project_dataset,train,14,2
2026,Finance,card_payment,My card payment was declined (request 57),"Check your card status, available funds, payment details, and any bank security restrictions. Contact your bank if the decline continues.",curated_project_dataset,train,7,1
2027,E-commerce,refund,I want to know my refund status (request 48),Please provide your order details or check the refund section of your account for the latest status.,curated_project_dataset,train,23,0
